job_title,salary_estimate,rating,company_name,location,latitude,longitude,headquarters,size,type_of_ownership,industry,sector,revenue,min_salary,max_salary,avg_salary,job_state,same_state,company_age,python,excel,hadoop,spark,aws,tableau,big_data,job_simp,seniority
Data Scientist,145-225,4.5,Kingfisher Systems,"McLean, VA",38.93668525,-77.1858267942485,"Falls Church, VA",51 to 200 employees,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),145,225,185, VA,0,15,1,0,0,0,0,1,0,data scientist,na
Data Scientist,145-225,3.9,ALTA IT Services,"Woodlawn, MD",39.301516,-76.745956,"Rockville, MD",201 to 500 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),145,225,185, MD,0,16,1,0,0,0,0,1,0,data scientist,na
Data Scientist,145-225,3.2,Kollasoft Inc.,United States,39.7837304,-100.445882,"Scottsdale, AZ",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),145,225,185,US,0,-1,1,1,0,0,0,0,0,data scientist,na
Data Scientist,145-225,5.0,Kollasoft Inc.,"New York, NY",40.7127281,-74.0060152,"Irving, TX",Unknown,Company - Public,-1,-1,Unknown / Non-Applicable,145,225,185, NY,0,-1,1,1,0,0,0,0,0,data scientist,na
Data Scientist,145-225,3.4,ASRC Federal Holding Company,"Reston, VA",38.953055899999995,-77.35021396591173,"Beltsville, MD",5001 to 10000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),145,225,185, VA,0,17,0,1,0,0,0,0,0,data scientist,na
Data Scientist,145-225,4.4,Adwait Algorithm,"New York, NY",40.7127281,-74.0060152,"Houston, TX",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,145,225,185, NY,0,5,1,0,1,1,0,0,1,data scientist,na
"Health Plan Data Analyst, Sr",145-225,3.8,Cook Children's Health Care System,"Fort Worth, TX",32.753177,-97.3327459,"Fort Worth, TX",5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),145,225,185, TX,1,102,0,0,0,0,0,0,0,analyst,senior
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",145-225,3.8,Rubius Therapeutics,"Smithfield, RI",41.9220433,-71.549507,"Cambridge, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),145,225,185, RI,0,7,0,0,0,0,0,0,0,director,senior
Data Scientist,145-225,3.5,Cambridge FX,"Atlanta, GA",33.7489924,-84.3902644,"Toronto, Canada",201 to 500 employees,Company - Public,Financial Transaction Processing,Finance,$100 to $500 million (USD),145,225,185, GA,0,28,1,1,0,0,0,1,0,data scientist,na
Senior Data Scientist,145-225,3.8,Metromile,"San Francisco, CA",37.7790262,-122.419906,"San Francisco, CA",201 to 500 employees,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,145,225,185, CA,1,9,1,0,0,1,1,0,0,data scientist,senior
Data Scientist,145-225,3.9,Criteo,"Ann Arbor, MI",42.2681569,-83.7312291,"Paris, France",1001 to 5000 employees,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),145,225,185, MI,0,15,1,0,1,1,0,0,1,data scientist,na
Data Scientist,145-225,3.4,Advance Sourcing Concepts,"Pittsburgh, PA",40.4416941,-79.9900861,"Pittsburgh, PA",51 to 200 employees,Company - Private,-1,-1,$1 to $5 million (USD),145,225,185, PA,1,-1,1,0,0,0,1,0,0,data scientist,na
Data Scientist,145-225,3.8,Enterprise Solutions Inc,"New York, NY",40.7127281,-74.0060152,"Naperville, IL",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),145,225,185, NY,0,20,1,1,0,0,0,1,0,data scientist,na
Analytics - Business Assurance Data Analyst,145-225,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA",41.9758872,-91.6704053,"Cedar Rapids, IA",501 to 1000 employees,Company - Private,Lending,Finance,$100 to $500 million (USD),145,225,185, IA,1,28,0,1,0,0,0,1,0,analyst,na
Data Scientist,145-225,0.0,Microagility,"New York, NY",40.7127281,-74.0060152,"Princeton, NJ",1 to 50 employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),145,225,185, NY,0,-1,0,1,0,0,0,0,0,data scientist,na
Data Scientist,145-225,4.6,"Conch Technologies, Inc","Concord, CA",37.9768525,-122.0335624,"Memphis, TN",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),145,225,185, CA,0,-1,0,0,0,0,0,0,0,data scientist,na
"Development Scientist, Voltaren",145-225,3.9,GSK,"Richmond, VA",37.5385087,-77.43428,"Brentford, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),145,225,185, VA,0,190,0,0,0,0,1,0,0,na,na
Data Scientist,145-225,0.0,"Rainmaker Resources, LLC","Cincinnati, OH",39.1014537,-84.5124602,"Cincinnati, OH",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,145,225,185, OH,1,-1,0,1,0,0,0,0,1,data scientist,na
Data Scientist,79-147 ,3.7,GovTech,"San Francisco, CA",37.7790262,-122.419906,"Singapore, Singapore",1001 to 5000 employees,Government,Federal Agencies,Government,Unknown / Non-Applicable,79,147,113, CA,0,4,1,1,0,0,0,1,0,data scientist,na
Data Scientist,79-147 ,3.3,Intellectual Ventures,"Bellevue, WA",47.6144219,-122.192337,"Bellevue, WA",501 to 1000 employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,79,147,113, WA,1,20,1,1,0,0,0,0,0,data scientist,na
Data Engineer,79-147 ,4.4,Rocket Lawyer,"San Francisco, CA",37.7790262,-122.419906,"San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),79,147,113, CA,1,12,1,1,1,0,0,0,1,data engineer,na
Data Scientist,79-147 ,3.7,22nd Century Technologies,"Oakland, CA",37.8044557,-122.271356,"Somerset, NJ",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),79,147,113, CA,0,23,0,0,0,0,0,0,1,data scientist,na
Data Scientist,79-147 ,3.3,Huxley,"San Francisco, CA",37.7790262,-122.419906,"London, United Kingdom",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),79,147,113, CA,0,25,1,0,0,0,0,0,0,data scientist,na
Data Scientist,79-147 ,3.4,FM Systems,"Boston, MA",42.3554334,-71.060511,"Raleigh, NC",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),79,147,113, MA,0,36,1,1,0,1,1,0,1,data scientist,na
Data Scientist,79-147 ,0.0,B4Corp,"Reston, VA",38.953055899999995,-77.35021396591173,"Leesburg, VA",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,79,147,113, VA,0,-1,1,1,0,0,0,0,0,data scientist,na
Machine Learning Engineer,79-147 ,3.7,Mteq,"Fort Belvoir, VA",38.72821225,-77.15098291295884,"Lorton, VA",501 to 1000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),79,147,113, VA,0,66,1,0,0,0,0,0,0,mle,na
Principal Data & Analytics Platform Engineer,79-147 ,3.7,Blue Cross and Blue Shield of North Carolina,"Durham, NC",35.996653,-78.9018053,"Durham, NC",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),79,147,113, NC,1,87,1,1,0,1,1,0,1,na,senior
Machine Learning Engineer/Scientist,79-147 ,4.8,Jane Street,"New York, NY",40.7127281,-74.0060152,"New York, NY",501 to 1000 employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,79,147,113, NY,1,20,0,0,0,0,0,0,0,mle,na
Data Scientist,79-147 ,5.0,SSATI,"McLean, VA",38.93668525,-77.1858267942485,"Annapolis Junction, MD",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),79,147,113, VA,0,17,1,1,0,0,0,0,0,data scientist,na
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",79-147 ,3.9,Novartis,"Cambridge, MA",42.3750997,-71.1056157,"Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),79,147,113, MA,0,24,0,0,0,0,0,0,0,data scientist,senior
Data Scientist,79-147 ,3.4,Solving IT International Inc,"Chicago, IL",41.8755616,-87.6244212,"Chicago, IL",501 to 1000 employees,Company - Private,-1,-1,Unknown / Non-Applicable,79,147,113, IL,1,-1,0,1,0,0,0,0,0,data scientist,na
Data Scientist,79-147 ,3.3,The Davey Tree Expert Company,"Kent, OH",41.1536674,-81.357886,"Kent, OH",10000+ employees,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD),79,147,113, OH,1,140,1,1,0,0,0,0,0,data scientist,na
Data Scientist,79-147 ,4.6,Centauri,"Reston, VA",38.953055899999995,-77.35021396591173,"Chantilly, VA",501 to 1000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),79,147,113, VA,0,21,0,0,0,0,0,0,0,data scientist,na
Data Scientist,79-147 ,0.0,Stride Search,"San Francisco, CA",37.7790262,-122.419906,"Westlake Village, CA",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),79,147,113, CA,0,-1,1,0,0,0,0,0,0,data scientist,na
Machine Learning Engineer,79-147 ,2.6,Software Engineering Institute,"Pittsburgh, PA",40.4416941,-79.9900861,"Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,79,147,113, PA,1,36,1,0,0,0,0,0,0,mle,na
Data Analyst - Unilever Prestige,79-147 ,3.8,Dermalogica,"Carson, CA",33.8322043,-118.2517547,"Carson, CA",201 to 500 employees,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),79,147,113, CA,1,34,1,0,0,0,0,1,0,analyst,na
Data Scientist,79-147 ,4.8,TechProjects,"New York, NY",40.7127281,-74.0060152,"North Brunswick, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,79,147,113, NY,0,9,1,1,0,0,0,1,0,data scientist,na
"VP, Data Science",79-147 ,3.9,7Park Data,"New York, NY",40.7127281,-74.0060152,"New York, NY",51 to 200 employees,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,79,147,113, NY,1,8,1,1,0,1,0,0,0,na,na
Data Scientist,122-146 ,4.0,Netskope,"Santa Clara, CA",37.2333253,-121.6846349,"Santa Clara, CA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,122,146,134, CA,1,8,1,1,0,1,0,0,1,data scientist,na
Data Scientist,122-146 ,4.2,Eversight,"Palo Alto, CA",37.4443293,-122.1598465,"Palo Alto, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),122,146,134, CA,1,7,1,0,0,0,0,0,0,data scientist,na
Senior Business Intelligence Analyst,122-146 ,3.7,Protolabs,"Maple Plain, MN",45.0071851,-93.6557945,"Maple Plain, MN",1001 to 5000 employees,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),122,146,134, MN,1,21,0,0,0,0,0,0,0,analyst,senior
Data Scientist,122-146 ,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH",39.1014537,-84.5124602,"Lincoln, NE",1001 to 5000 employees,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),122,146,134, OH,0,133,0,0,0,0,0,0,0,data scientist,na
Data Engineer - Kafka,122-146 ,3.5,Western Digital,"San Jose, CA",37.3361663,-121.890591,"San Jose, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),122,146,134, CA,1,50,1,0,1,1,1,0,0,data engineer,na
Data Scientist,122-146 ,2.9,"Shimento, Inc.","Santa Clara, CA",37.2333253,-121.6846349,"Benicia, CA",1 to 50 employees,Company - Private,-1,-1,$1 to $5 million (USD),122,146,134, CA,0,-1,1,0,1,1,0,0,1,data scientist,na
Data Scientist,122-146 ,5.0,Averity,"New York, NY",40.7127281,-74.0060152,"New York, NY",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,122,146,134, NY,1,6,0,0,0,0,0,0,0,data scientist,na
Data Scientist,122-146 ,4.7,Praxis Engineering,"Chantilly, VA",38.8788355,-77.40221718011088,"Annapolis Junction, MD",201 to 500 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),122,146,134, VA,0,18,0,0,0,0,1,0,1,data scientist,na
Data Scientist,122-146 ,0.0,Point72 Ventures,"Palo Alto, CA",37.4443293,-122.1598465,-1,-1,-1,-1,-1,-1,122,146,134, CA,0,-1,0,0,0,0,0,0,0,data scientist,na
Decision Scientist,122-146 ,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD",39.1044123,-76.8669233,"Laurel, MD",5001 to 10000 employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),122,146,134, MD,1,78,0,1,0,1,0,0,0,na,na
Data Scientist,122-146 ,4.9,Cambridge Mobile Telematics,"Cambridge, MA",42.3750997,-71.1056157,"Cambridge, MA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,122,146,134, MA,1,10,1,0,0,1,1,0,0,data scientist,na
Data Science All Star Program - Data Engineer Track,122-146 ,4.6,Blend360,"Columbia, MD",39.1938429,-76.86460919353361,"Columbia, MD",51 to 200 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,122,146,134, MD,1,18,1,0,1,1,1,0,0,data engineer,na
Data Scientist - TS/SCI FSP or CI Required,122-146 ,5.0,Phoenix Operations Group,"Annapolis Junction, MD",39.125459649999996,-76.795323688298,"Woodbine, MD",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),122,146,134, MD,0,9,1,0,0,1,0,0,1,data scientist,na
Data Analyst,122-146 ,3.9,Nolij Consulting,"Falls Church, VA",38.882334,-77.1710914,"Vienna, VA",51 to 200 employees,Company - Public,Consulting,Business Services,$1 to $5 million (USD),122,146,134, VA,0,8,1,1,0,0,0,1,0,analyst,na
Data Scientist,122-146 ,0.0,Hatch Data Inc,"San Francisco, CA",37.7790262,-122.419906,-1,-1,-1,-1,-1,-1,122,146,134, CA,0,-1,1,0,0,1,1,0,0,data scientist,na
Data Scientist,122-146 ,0.0,Hatch Data Inc,"San Francisco, CA",37.7790262,-122.419906,-1,-1,-1,-1,-1,-1,122,146,134, CA,0,-1,1,0,0,1,1,0,0,data scientist,na
Data Scientist,122-146 ,0.0,Hatch Data Inc,"San Francisco, CA",37.7790262,-122.419906,-1,-1,-1,-1,-1,-1,122,146,134, CA,0,-1,1,0,0,1,1,0,0,data scientist,na
Data Scientist,122-146 ,0.0,Hatch Data Inc,"San Francisco, CA",37.7790262,-122.419906,-1,-1,-1,-1,-1,-1,122,146,134, CA,0,-1,1,0,0,1,1,0,0,data scientist,na
Data Scientist,122-146 ,0.0,Hatch Data Inc,"San Francisco, CA",37.7790262,-122.419906,-1,-1,-1,-1,-1,-1,122,146,134, CA,0,-1,1,0,0,1,1,0,0,data scientist,na
Data Scientist,122-146 ,0.0,Hatch Data Inc,"San Francisco, CA",37.7790262,-122.419906,-1,-1,-1,-1,-1,-1,122,146,134, CA,0,-1,1,0,0,1,1,0,0,data scientist,na
Senior Data Scientist,122-146 ,3.5,Maxar Technologies,"Herndon, VA",38.9695316,-77.3859479,"Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),122,146,134, VA,0,-1,1,1,0,0,0,0,1,data scientist,senior
Data Scientist,112-116 ,4.3,Quick Base,"Cambridge, MA",42.3750997,-71.1056157,"Cambridge, MA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,112,116,114, MA,1,21,1,1,0,0,0,1,0,data scientist,na
Data Scientist,112-116 ,3.7,Takeda,"Cambridge, MA",42.3750997,-71.1056157,"OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),112,116,114, MA,0,239,1,0,0,1,0,0,0,data scientist,na
Data Scientist,112-116 ,3.5,Maxar Technologies,"Herndon, VA",38.9695316,-77.3859479,"Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),112,116,114, VA,0,-1,1,0,1,1,0,1,0,data scientist,na
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,112-116 ,3.9,Southwest Research Institute,"Oklahoma City, OK",35.4729886,-97.5170536,"San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),112,116,114, OK,0,73,1,1,0,0,0,0,0,na,na
Data Scientist,112-116 ,4.7,Compass Consulting Group,"Thousand Oaks, CA",34.1705609,-118.8375937,"Danville, CA",51 to 200 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,112,116,114, CA,0,12,1,0,0,0,0,0,0,data scientist,na
Data Science Software Engineer,112-116 ,4.8,Klaviyo,"Boston, MA",42.3554334,-71.060511,"Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,112,116,114, MA,1,8,1,0,0,0,0,0,0,na,na
AI Ops Data Scientist,112-116 ,4.0,AstraZeneca,"Gaithersburg, MD",39.1399187,-77.1929215,"Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),112,116,114, MD,0,107,1,0,1,1,1,0,0,data scientist,na
Data Scientist,112-116 ,4.4,"SolutionIT, Inc.","Edison, NJ",40.518157,-74.4113926,"Wilmington, MA",51 to 200 employees,Company - Private,-1,-1,Unknown / Non-Applicable,112,116,114, NJ,0,-1,0,0,0,0,0,0,0,data scientist,na
Data Scientist,112-116 ,3.2,Perspecta,"Adelphi, MD",38.9983345,-76.97074096386194,"Chantilly, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,112,116,114, MD,0,2,1,0,1,0,0,0,1,data scientist,na
Data Scientist,112-116 ,4.5,Smith Hanley Associates,"Washington, DC",38.8950368,-77.0365427,"New York, 061",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,112,116,114, DC,0,40,1,0,0,0,0,0,0,data scientist,na
Scientist - Machine Learning,112-116 ,3.5,Allen Institute,"Seattle, WA",47.6038321,-122.330062,"Seattle, WA",201 to 500 employees,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),112,116,114, WA,1,17,0,0,0,0,0,0,0,mle,na
Data Scientist,112-116 ,4.4,Eliassen Group,"Plano, TX",33.0136764,-96.6925096,"Reading, MA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),112,116,114, TX,0,31,1,0,0,0,0,0,0,data scientist,na
Data Scientist,112-116 ,3.1,Bayside Solutions,"Sunnyvale, CA",37.3688301,-122.036349,"Pleasanton, CA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),112,116,114, CA,0,19,1,1,0,0,0,1,0,data scientist,na
Sr. Data Scientist,112-116 ,3.5,Evolve Vacation Rental,"Denver, CO",39.7392364,-104.984862,"Denver, CO",201 to 500 employees,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,112,116,114, CO,1,9,1,0,0,0,0,0,0,data scientist,senior
Data Scientist,112-116 ,3.8,AgreeYa Solutions,"Thousand Oaks, CA",34.1705609,-118.8375937,"Folsom, CA",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),112,116,114, CA,0,21,1,1,0,0,0,0,0,data scientist,na
Data Scientist,112-116 ,3.7,Carolina Power & Light Co,"McLean, VA",38.93668525,-77.1858267942485,"Raleigh, NC",5001 to 10000 employees,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,112,116,114, VA,0,112,1,1,0,0,0,0,1,data scientist,na
Analytics Manager - Data Mart,112-116 ,3.5,Central California Alliance for Health,"Scotts Valley, CA",37.0510595,-122.014684,"Scotts Valley, CA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),112,116,114, CA,1,24,0,0,0,0,0,1,0,manager,na
Data Modeler (Analytical Systems),112-116 ,3.7,MassMutual,"Boston, MA",42.3554334,-71.060511,"Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),112,116,114, MA,0,169,0,1,1,1,0,0,1,na,na
Applied AI Scientist / Engineer,112-116 ,5.0,"New Iron Group, Inc.","Boston, MA",42.3554334,-71.060511,"Austin, TX",1 to 50 employees,Contract,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,112,116,114, MA,0,17,1,0,0,0,0,0,0,na,na
"Data Engineer (Analytics, SQL, Python, AWS)",112-116 ,4.0,Travelers,"Hartford, CT",41.764582,-72.6908547,"Hartford, CT",10000+ employees,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),112,116,114, CT,1,167,1,0,0,1,1,0,1,data engineer,na
Senior Data Analyst - Finance & Platform Analytics,112-116 ,3.6,Twitch,"San Francisco, CA",37.7790262,-122.419906,"San Francisco, CA",1001 to 5000 employees,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,112,116,114, CA,1,9,1,0,0,0,0,1,0,analyst,senior
Senior Data Scientist,110-163 ,4.8,Klaviyo,"Boston, MA",42.3554334,-71.060511,"Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,110,163,136, MA,1,8,0,0,0,0,0,0,0,data scientist,senior
Market Research Data Scientist,110-163 ,3.8,GutCheck,"Denver, CO",39.7392364,-104.984862,"Denver, CO",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),110,163,136, CO,1,11,0,1,0,0,0,0,0,data scientist,na
IT Partner Digital Health Technology and Data Science,110-163 ,3.6,Biogen,"Cambridge, MA",42.3750997,-71.1056157,"Cambridge, MA",5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),110,163,136, MA,1,42,0,1,0,0,0,0,0,na,na
Data Scientist,110-163 ,0.0,HireAi,"San Francisco, CA",37.7790262,-122.419906,-1,-1,-1,-1,-1,-1,110,163,136, CA,0,-1,1,1,0,1,0,1,0,data scientist,na
Data Scientist,110-163 ,0.0,HireAi,"San Francisco, CA",37.7790262,-122.419906,-1,-1,-1,-1,-1,-1,110,163,136, CA,0,-1,1,1,0,1,0,1,0,data scientist,na
"Senior Machine Learning Scientist - Bay Area, CA",110-163 ,3.3,Tempus Labs,"Redwood City, CA",37.4863239,-122.232523,"Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,110,163,136, CA,0,5,1,0,0,0,1,0,0,mle,senior
"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",110-163 ,4.1,Mentor Graphics,"Fremont, CA",37.5482697,-121.988571,"Wilsonville, OR",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),110,163,136, CA,0,39,1,1,0,0,0,0,0,data scientist,na
Senior Clinical Data Scientist Programmer,110-163 ,3.6,WCG (WIRB-Copernicus Group),"Hamilton, NJ",40.2070573,-74.0812506,"Princeton, NJ",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),110,163,136, NJ,0,-1,0,1,0,0,0,0,0,data scientist,senior
Data Engineer,110-163 ,4.5,Kingfisher Systems,"Falls Church, VA",38.882334,-77.1710914,"Falls Church, VA",51 to 200 employees,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),110,163,136, VA,1,15,1,0,0,0,0,0,0,data engineer,na
Computer Vision / Deep Learning Scientist,110-163 ,3.3,Tempus Labs,"Chicago, IL",41.8755616,-87.6244212,"Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,110,163,136, IL,1,5,0,0,0,0,1,0,0,na,na
Data Solutions Engineer - Data Modeler,110-163 ,3.4,Liberty Mutual Insurance,"Indianapolis, IN",39.7683331,-86.1583502,"Boston, MA",10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),110,163,136, IN,0,108,1,0,0,0,0,0,0,na,na
Data Scientist,110-163 ,4.3,Visionary Integration Professionals,"Washington, DC",38.8950368,-77.0365427,"Folsom, CA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),110,163,136, DC,0,24,0,1,0,0,0,0,0,data scientist,na
Data Scientist (TS/SCI w/ Poly),110-163 ,3.5,Maxar Technologies,"Herndon, VA",38.9695316,-77.3859479,"Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),110,163,136, VA,0,-1,1,0,0,0,0,0,0,data scientist,na
Weapons and Sensors Engineer/Scientist,110-163 ,4.0,Dynetics,"Huntsville, AL",34.729847,-86.5859011,"Huntsville, AL",1001 to 5000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),110,163,136, AL,1,46,1,0,0,0,0,0,0,na,na
Applied Computer Scientist,110-163 ,4.5,Systems & Technology Research,"Woburn, MA",42.4792618,-71.1522766,"Woburn, MA",201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),110,163,136, MA,1,10,0,0,0,0,0,0,0,na,na
Senior Data Analyst,110-163 ,4.5,Novetta,"Herndon, VA",38.9695316,-77.3859479,"Mc Lean, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),110,163,136, VA,0,8,1,1,0,0,0,0,0,analyst,senior
Cloud Data Engineer (Azure),110-163 ,3.9,Navy Federal Credit Union,"Merrifield, VA",38.876757,-77.24329722907368,"Vienna, VA",10000+ employees,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,110,163,136, VA,0,87,0,0,0,0,0,1,0,data engineer,na
"Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift",110-163 ,4.0,Exact Sciences Corporation,"Madison, WI",43.074761,-89.3837613,"Madison, WI",1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),110,163,136, WI,1,25,0,0,0,0,0,0,0,na,senior
Sr. Data Analyst,110-163 ,3.6,Community Behavioral Health,"Philadelphia, PA",39.9527237,-75.1635262,"Phila, PA",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),110,163,136, PA,0,26,0,1,0,0,0,1,0,analyst,senior
Senior Scientist - Toxicologist - Product Integrity (Stewardship),110-163 ,3.3,Reynolds American,"Winston-Salem, NC",36.0998131,-80.2440518,"Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),110,163,136, NC,1,145,0,1,0,0,0,0,0,na,senior
